HC48,0,1個/坡道*平面,0,1,東北,22,5,半年,有(全天),0,1,1,1
HC49,0,無,0,0,東南,5,5,半年,無,0,0,0,0
HC50,0,1個/坡道*平面,0,1,北,16,5,一年,有(全天),2662,1,1,1
HC51,0,1個/坡道*平面,0,1,北,16,5,一年,有(全天),0,1,1,1
HC52,0,無,0,1,東北,4,5,一年,無,0,1,1,1
HC53,0,無,0,1,東北,5,5,一年,無,0,0,0,0
HC54,0,1個/坡道*平面,0,1,西南,20,5,半年,有(全天),0,0,0,0
HC55,0,1個/坡道*平面,0,1,西北,14,18.7,半年,有(全天),3200,1,0,1
HC56,0,1個/坡道*平面,0,1,西南,29,0.7,半年,有(全天),0,1,1,1
HC57,0,1個/坡道*平面,0,1,東南,12,0.9,半年,有(全天),0,0,0,1
HC58,0,1個/坡道*平面,0,1,東南,22,5,半年,有(全天),0,1,0,0
HC59,0,無,0,0,南,11,5,半年,有(日間),0,1,1,1
HC60,0,無,1,0,東南,6,33.2,一年,無,1100,0,1,1
KL61,0,無,1,1,東,6,5,一年,無,1100,0,0,0
