TP10,0,1個/坡道*平面,0,0,西,16,有(全天),11381,一年,0,0,0,41.8
TP11,0,無,1,0,北,13,無,南,半年,1,1,1,9.7
TP12,0,無,0,1,西,12,有(全天),1390,半年,1,1,1,5
TP13,0,無,0,1,南,3,無,0,一年,0,0,0,5
TP14,0,1個/升降*平面,0,1,西南,12,有(全天),5200,一年,0,0,0,5
TP15,0,無,0,0,西,5,無,0,一年,0,0,0,40.6
TP16,0,無,1,0,北,7,無,0,半年,1,1,1,5
TP17,0,4個/坡道*平面,0,1,西南,10,有(全天),18000,半年,0,0,0,23.5
TP18,0,1個/坡道*平面,0,1,東,16,有(全天),0,一年,0,0,0,0.9
TP19,0,無,0,0,東,12,有(日間),3887,一年,0,0,0,5
TP20,0,2個/坡道*平面,0,0,西,27,有(全天),28625,一年,0,0,0,30.9
TN21,0,無,1,0,北,5,無,0,一年,0,0,0,5
TN22,0,無,0,0,北,4,無,0,一年,0,0,0,5
TN23,0,無,0,0,東南,7,無,0,一年,0,0,0,33.6
TN24,0,1個/坡道*平面,0,1,南,20,有(全天),1750,一年,0,0,1,31.6
TN25,0,1個/一樓平面,0,1,西,4,無,0,一年,0,0,0,16.4
TN26,0,無,0,1,東南,8,有(日間),0,一年,0,0,0,29.7
TN27,0,1個/坡道*平面,0,1,北,15,有(全天),2500,一年,1,1,1,5
TN28,0,1個/坡道*平面,0,1,西北,14,有(全天),0,一年,1,1,1,5
TN29,0,1個/坡道*平面,0,1,西北,14,有(全天),0,一年,1,1,1,5
TN30,0,無,0,1,西,4,無,0,一年,0,0,0,54.9
TN31,0,無,1,1,西北,4,無,0,一年,0,0,1,29.2
TN32,0,無,1,1,西,14,有(全天),0,一年,1,1,1,30
TN33,0,1個/坡道*平面,0,1,西,15,有(全天),3441,一年,1,1,1,1.1
TN34,0,1個/坡道*平面,0,1,西北,14,有(全天),0,一年,1,1,1,5
TN35,0,無,0,1,北,1,無,0,一年,0,0,0,5
TN36,0,無,0,0,東,3,無,0,一年,0,0,0,5
TN37,0,1個/坡道*機械,0,1,南,14,有(全天),1231,一年,1,0,1,5
TN38,0,1個/坡道*平面,0,1,西南,15,有(全天),0,半年,1,1,1,0.7
TN39,0,1個/坡道*平面,0,1,東南,15,有(全天),0,半年,1,1,1,0.7
TN40,0,無,1,1,南,7,有(日間),1400,一年,1,1,1,30.3
HC41,0,無,0,1,西北,12,有(日間),1000,一年,0,0,0,24.9
HC42,0,無,0,0,東南,5,無,0,一年,0,0,0,5
HC43,0,無,0,0,東南,5,無,0,半年,0,0,0,5
HC44,0,1個/坡道*平面,1,1,西南,13,有(全天),1500,半年,1,1,1,19.6
HC45,0,無,0,1,西南,5,無,0,半年,0,0,0,5
HC46,0,1個/坡道*平面,0,1,西北,15,有(全天),0,半年,1,0,1,5
HC47,0,1個/坡道*平面,0,1,西南,23,有(全天),5917,一年,1,1,1,5
HC48,0,1個/坡道*平面,0,1,東北,22,有(全天),0,半年,1,1,1,5
HC49,0,無,0,0,東南,5,無,0,半年,0,0,0,5
HC50,0,1個/坡道*平面,0,1,北,16,有(全天),2662,一年,1,1,1,5
HC51,0,1個/坡道*平面,0,1,北,16,有(全天),0,一年,1,1,1,5
HC52,0,無,0,1,東北,4,無,0,一年,1,1,1,5
HC53,0,無,0,1,東北,5,無,0,一年,0,0,0,5
HC54,0,1個/坡道*平面,0,1,西南,20,有(全天),0,半年,0,0,0,5
HC55,0,1個/坡道*平面,0,1,西北,14,有(全天),3200,半年,1,0,1,18.7
HC56,0,1個/坡道*平面,0,1,西南,29,有(全天),0,半年,1,1,1,0.7
HC57,0,1個/坡道*平面,0,1,東南,12,有(全天),0,半年,0,0,1,0.9
HC58,0,1個/坡道*平面,0,1,東南,22,有(全天),0,半年,1,0,0,5
HC59,0,無,0,0,南,11,有(日間),0,半年,1,1,1,5
HC60,0,無,1,0,東南,6,無,1100,一年,0,1,1,33.2
KL61,0,無,1,1,東,6,無,1100,一年,0,0,0,5
